Sensor_ID,Machine_ID,Voltage_Reading,Pressure_Reading,Gas_Flow,RF_Power,Temperature,Sensor_Status,Drift_Status,Timestamp
SENS_003429,MACH_004,119.822,50.094,446.6,1468.3,248.5,Warning,Drifting,2026-04-30 12:25:00
SENS_003430,MACH_003,120.654,50.014,452.51,1459.8,249.41,Active,Stable,2026-04-30 12:22:00
SENS_003431,MACH_004,120.122,50.047,451.68,1545.2,250.04,Active,Stable,2026-04-30 12:19:00
SENS_003432,MACH_005,120.608,50.021,447.18,1484.7,251.39,Active,Stable,2026-04-30 12:16:00
SENS_003433,MACH_001,120.759,49.943,450.72,1516.9,251.53,Active,Stable,2026-04-30 12:13:00
SENS_003434,MACH_002,119.33,50.007,451.74,1561.2,249.64,Active,Stable,2026-04-30 12:10:00
SENS_003435,MACH_001,119.574,50.012,451.82,1402.9,248.92,Warning,Drifting,2026-04-30 12:07:00
SENS_003436,MACH_004,120.2,49.929,450.13,1487.5,250.15,Active,Stable,2026-04-30 12:04:00
SENS_003437,MACH_003,119.954,49.852,452.01,1448.9,249.11,Active,Stable,2026-04-30 12:01:00
SENS_003438,MACH_004,120.037,49.994,453.26,1535.5,250.36,Active,Stable,2026-04-30 11:58:00
SENS_003439,MACH_004,119.365,50.139,448.76,1466.1,250.6,Active,Stable,2026-04-30 11:55:00
SENS_003440,MACH_004,119.853,49.904,447.96,1468.2,250.9,Active,Stable,2026-04-30 11:52:00
SENS_003441,MACH_003,118.998,50.04,452.29,1531.6,250.35,Active,Stable,2026-04-30 11:49:00
SENS_003442,MACH_002,119.876,50.078,449.4,1485.5,248.84,Active,Stable,2026-04-30 11:46:00
SENS_003443,MACH_001,120.525,49.968,452.49,1434.1,248.87,Active,Stable,2026-04-30 11:43:00
SENS_003444,MACH_001,119.85,50.134,450.8,1485.7,250.44,Active,Stable,2026-04-30 11:40:00
SENS_003445,MACH_001,120.009,49.937,453.34,1476.1,250.57,Active,Stable,2026-04-30 11:37:00
SENS_003446,MACH_001,119.949,49.868,451.35,1500.0,251.56,Active,Stable,2026-04-30 11:34:00
SENS_003447,MACH_002,119.56,49.838,447.39,1522.2,249.33,Active,Stable,2026-04-30 11:31:00
SENS_003448,MACH_003,119.891,50.021,446.71,1475.1,251.49,Active,Stable,2026-04-30 11:28:00
SENS_003449,MACH_002,120.49,50.021,450.07,1512.5,248.98,Active,Stable,2026-04-30 11:25:00
SENS_003450,MACH_001,119.372,49.843,450.12,1473.0,251.12,Active,Stable,2026-04-30 11:22:00
SENS_003451,MACH_001,121.157,49.892,448.33,1347.5,248.31,Active,Stable,2026-04-30 11:19:00
SENS_003452,MACH_002,119.844,49.978,449.83,1521.4,250.63,Active,Stable,2026-04-30 11:16:00
SENS_003453,MACH_004,120.897,50.114,449.43,1402.5,250.67,Active,Stable,2026-04-30 11:13:00
SENS_003454,MACH_002,119.886,49.89,449.05,1514.9,250.03,Warning,Drifting,2026-04-30 11:10:00
SENS_003455,MACH_003,120.225,50.051,451.78,1461.1,250.44,Active,Stable,2026-04-30 11:07:00
SENS_003456,MACH_005,121.122,49.971,450.62,1527.2,251.41,Active,Stable,2026-04-30 11:04:00
SENS_003457,MACH_004,120.287,49.992,451.44,1507.0,250.17,Active,Stable,2026-04-30 11:01:00
SENS_003458,MACH_004,119.939,50.038,449.82,1531.2,249.7,Active,Stable,2026-04-30 10:58:00
SENS_003459,MACH_003,120.826,49.857,451.32,1472.6,249.46,Active,Stable,2026-04-30 10:55:00
SENS_003460,MACH_004,120.121,50.093,447.47,1397.4,250.15,Active,Stable,2026-04-30 10:52:00
SENS_003461,MACH_004,119.625,50.02,447.83,1468.7,250.76,Active,Stable,2026-04-30 10:49:00
SENS_003462,MACH_005,119.697,50.11,449.72,1564.4,250.85,Active,Stable,2026-04-30 10:46:00
SENS_003463,MACH_002,119.352,50.015,450.25,1420.1,250.41,Active,Stable,2026-04-30 10:43:00
SENS_003464,MACH_002,120.423,50.05,449.41,1405.0,250.24,Active,Stable,2026-04-30 10:40:00
SENS_003465,MACH_004,120.585,50.058,448.12,1446.5,251.25,Active,Stable,2026-04-30 10:37:00
SENS_003466,MACH_004,119.663,50.131,448.69,1515.8,250.76,Active,Stable,2026-04-30 10:34:00
SENS_003467,MACH_002,120.98,50.073,449.4,1544.6,250.64,Active,Stable,2026-04-30 10:31:00
SENS_003468,MACH_002,120.581,49.939,448.7,1519.6,249.45,Active,Stable,2026-04-30 10:28:00
SENS_003469,MACH_003,120.257,49.889,451.69,1441.4,250.67,Active,Stable,2026-04-30 10:25:00
SENS_003470,MACH_005,120.819,49.914,451.87,1484.6,249.64,Active,Stable,2026-04-30 10:22:00
SENS_003471,MACH_005,119.738,50.068,450.83,1470.2,250.9,Active,Stable,2026-04-30 10:19:00
SENS_003472,MACH_001,120.263,49.941,448.59,1465.9,250.08,Active,Stable,2026-04-30 10:16:00
SENS_003473,MACH_003,120.091,49.778,448.87,1553.5,251.35,Active,Stable,2026-04-30 10:13:00
SENS_003474,MACH_003,120.297,49.999,448.34,1514.8,248.17,Active,Stable,2026-04-30 10:10:00
SENS_003475,MACH_003,119.583,50.046,447.64,1474.0,250.79,Active,Stable,2026-04-30 10:07:00
SENS_003476,MACH_004,118.976,49.883,444.5,1489.4,248.87,Active,Stable,2026-04-30 10:04:00
SENS_003477,MACH_001,119.515,50.103,451.59,1576.9,250.22,Active,Stable,2026-04-30 10:01:00
SENS_003478,MACH_002,119.137,49.998,448.47,1453.1,250.29,Active,Stable,2026-04-30 09:58:00
SENS_003479,MACH_001,120.265,50.019,452.2,1403.1,249.68,Active,Stable,2026-04-30 09:55:00
SENS_003480,MACH_005,119.961,49.961,451.38,1504.5,249.57,Warning,Drifting,2026-04-30 09:52:00
SENS_003481,MACH_005,120.104,49.913,450.82,1516.3,249.34,Active,Stable,2026-04-30 09:49:00
SENS_003482,MACH_005,120.409,50.0,450.31,1490.3,250.1,Active,Stable,2026-04-30 09:46:00
SENS_003483,MACH_002,119.435,50.042,445.78,1504.2,250.9,Active,Stable,2026-04-30 09:43:00
SENS_003484,MACH_001,120.002,50.068,448.94,1514.7,249.9,Warning,Drifting,2026-04-30 09:40:00
SENS_003485,MACH_001,120.332,50.118,450.41,1549.8,250.3,Active,Stable,2026-04-30 09:37:00
SENS_003486,MACH_002,120.109,49.962,453.78,1394.4,248.94,Active,Stable,2026-04-30 09:34:00
SENS_003487,MACH_003,120.546,50.069,453.45,1405.2,250.02,Active,Stable,2026-04-30 09:31:00
SENS_003488,MACH_005,120.55,50.006,452.48,1521.1,250.08,Active,Stable,2026-04-30 09:28:00
SENS_003489,MACH_005,120.934,49.916,449.68,1544.5,250.43,Active,Stable,2026-04-30 09:25:00
SENS_003490,MACH_001,120.057,50.278,450.24,1514.8,250.61,Active,Stable,2026-04-30 09:22:00
SENS_003491,MACH_003,119.989,49.993,450.12,1500.9,250.52,Active,Stable,2026-04-30 09:19:00
SENS_003492,MACH_003,119.474,49.731,447.9,1470.0,250.08,Active,Stable,2026-04-30 09:16:00
SENS_003493,MACH_005,120.058,50.158,450.43,1532.9,249.98,Active,Stable,2026-04-30 09:13:00
SENS_003494,MACH_003,119.894,50.118,452.37,1546.0,250.16,Active,Stable,2026-04-30 09:10:00
SENS_003495,MACH_001,119.874,50.207,450.17,1503.2,249.09,Active,Stable,2026-04-30 09:07:00
SENS_003496,MACH_005,120.468,49.845,449.39,1428.9,249.45,Active,Stable,2026-04-30 09:04:00
SENS_003497,MACH_004,119.754,50.14,450.44,1575.5,249.16,Active,Stable,2026-04-30 09:01:00
SENS_003498,MACH_005,119.9,50.142,448.19,1412.8,248.92,Active,Stable,2026-04-30 08:58:00
SENS_003499,MACH_001,119.766,49.935,448.16,1489.5,250.79,Active,Stable,2026-04-30 08:55:00
SENS_003500,MACH_003,119.739,49.797,450.47,1489.9,249.92,Warning,Drifting,2026-04-30 08:52:00
SENS_003501,MACH_005,119.975,49.946,450.1,1526.2,250.9,Active,Stable,2026-04-30 08:49:00
SENS_003502,MACH_005,118.941,50.164,449.81,1494.9,250.21,Active,Stable,2026-04-30 08:46:00
SENS_003503,MACH_001,120.957,50.167,446.15,1542.3,249.55,Active,Stable,2026-04-30 08:43:00
SENS_003504,MACH_003,120.512,50.049,446.42,1432.3,249.66,Active,Stable,2026-04-30 08:40:00
SENS_003505,MACH_005,119.894,50.048,451.15,1473.1,250.87,Active,Stable,2026-04-30 08:37:00
SENS_003506,MACH_002,119.397,49.959,450.9,1535.2,250.08,Active,Stable,2026-04-30 08:34:00
SENS_003507,MACH_005,120.507,50.121,450.16,1573.0,248.91,Fault,Drifting,2026-04-30 08:31:00
SENS_003508,MACH_005,119.987,50.154,447.87,1461.5,251.72,Active,Stable,2026-04-30 08:28:00
SENS_003509,MACH_004,120.545,49.911,451.06,1530.1,249.78,Active,Stable,2026-04-30 08:25:00
SENS_003510,MACH_001,119.324,49.885,447.69,1561.2,249.94,Active,Stable,2026-04-30 08:22:00
SENS_003511,MACH_002,119.209,49.978,450.14,1500.8,252.54,Active,Stable,2026-04-30 08:19:00
SENS_003512,MACH_001,119.878,49.949,450.39,1528.0,250.5,Active,Stable,2026-04-30 08:16:00
SENS_003513,MACH_001,119.444,49.915,447.96,1450.7,249.11,Active,Stable,2026-04-30 08:13:00
SENS_003514,MACH_003,119.86,50.053,449.18,1499.6,251.19,Active,Stable,2026-04-30 08:10:00
SENS_003515,MACH_003,120.168,50.129,451.63,1515.9,248.13,Active,Stable,2026-04-30 08:07:00
SENS_003516,MACH_002,120.763,50.264,448.64,1571.4,249.65,Active,Stable,2026-04-30 08:04:00
SENS_003517,MACH_005,120.179,50.046,452.16,1485.9,247.97,Active,Stable,2026-04-30 08:01:00
SENS_003518,MACH_003,119.821,49.908,450.25,1492.6,251.17,Active,Stable,2026-04-30 07:58:00
SENS_003519,MACH_003,120.312,50.145,447.72,1453.2,250.3,Active,Stable,2026-04-30 07:55:00
SENS_003520,MACH_005,119.499,50.043,449.45,1552.3,250.27,Active,Stable,2026-04-30 07:52:00
SENS_003521,MACH_002,120.365,50.022,449.19,1551.0,251.49,Active,Stable,2026-04-30 07:49:00
SENS_003522,MACH_004,120.775,49.891,449.69,1418.0,249.42,Warning,Drifting,2026-04-30 07:46:00
SENS_003523,MACH_005,121.361,49.932,447.08,1544.3,249.12,Active,Stable,2026-04-30 07:43:00
SENS_003524,MACH_002,119.718,49.89,449.98,1455.6,249.7,Active,Stable,2026-04-30 07:40:00
SENS_003525,MACH_003,120.828,49.953,450.08,1514.2,249.03,Active,Stable,2026-04-30 07:37:00
SENS_003526,MACH_001,119.669,50.043,448.87,1476.6,248.47,Active,Stable,2026-04-30 07:34:00
SENS_003527,MACH_001,118.984,50.017,451.68,1414.5,248.7,Active,Stable,2026-04-30 07:31:00
SENS_003528,MACH_001,120.397,50.031,448.34,1499.3,249.95,Warning,Drifting,2026-04-30 07:28:00
SENS_003529,MACH_002,119.989,49.915,448.5,1465.5,248.94,Warning,Drifting,2026-04-30 07:25:00
SENS_003530,MACH_003,120.206,49.944,444.67,1553.9,248.01,Active,Stable,2026-04-30 07:22:00
SENS_003531,MACH_005,119.577,50.025,449.34,1446.9,250.92,Active,Stable,2026-04-30 07:19:00
SENS_003532,MACH_003,119.347,50.07,450.49,1391.3,249.88,Active,Stable,2026-04-30 07:16:00
SENS_003533,MACH_002,119.92,50.023,450.38,1531.2,250.94,Warning,Drifting,2026-04-30 07:13:00
SENS_003534,MACH_002,119.717,49.926,449.64,1487.5,248.22,Active,Stable,2026-04-30 07:10:00
SENS_003535,MACH_004,120.087,49.959,450.98,1483.6,250.28,Active,Stable,2026-04-30 07:07:00
SENS_003536,MACH_005,119.701,50.004,450.95,1463.6,250.6,Active,Stable,2026-04-30 07:04:00
SENS_003537,MACH_002,119.942,50.025,448.71,1515.0,249.27,Active,Stable,2026-04-30 07:01:00
SENS_003538,MACH_004,119.752,49.986,451.63,1489.4,251.11,Warning,Drifting,2026-04-30 06:58:00
SENS_003539,MACH_004,120.828,49.879,449.12,1483.2,251.08,Active,Stable,2026-04-30 06:55:00
SENS_003540,MACH_001,120.228,50.087,452.31,1624.8,248.14,Warning,Drifting,2026-04-30 06:52:00
SENS_003541,MACH_003,119.663,50.019,450.45,1475.7,251.51,Active,Stable,2026-04-30 06:49:00
SENS_003542,MACH_003,120.731,49.763,451.2,1509.2,248.92,Warning,Drifting,2026-04-30 06:46:00
SENS_003543,MACH_005,119.717,49.964,451.06,1502.3,249.36,Active,Stable,2026-04-30 06:43:00
SENS_003544,MACH_002,119.759,50.043,451.64,1435.8,251.11,Active,Stable,2026-04-30 06:40:00
SENS_003545,MACH_004,119.908,50.031,453.03,1454.5,253.19,Active,Stable,2026-04-30 06:37:00
SENS_003546,MACH_003,119.822,50.137,446.25,1554.4,249.69,Active,Stable,2026-04-30 06:34:00
SENS_003547,MACH_001,120.515,49.852,449.04,1481.2,251.16,Active,Stable,2026-04-30 06:31:00
SENS_003548,MACH_001,119.792,50.28,448.48,1526.8,251.4,Active,Stable,2026-04-30 06:28:00
SENS_003549,MACH_003,120.085,49.769,452.09,1486.6,249.81,Active,Stable,2026-04-30 06:25:00
SENS_003550,MACH_003,119.769,49.993,448.34,1585.4,250.09,Active,Stable,2026-04-30 06:22:00
SENS_003551,MACH_004,120.642,49.841,451.56,1481.8,250.7,Fault,Drifting,2026-04-30 06:19:00
SENS_003552,MACH_001,120.133,49.934,451.23,1463.9,251.1,Active,Stable,2026-04-30 06:16:00
SENS_003553,MACH_005,120.251,49.889,451.26,1426.7,251.58,Active,Stable,2026-04-30 06:13:00
SENS_003554,MACH_001,120.867,50.023,450.74,1468.5,248.81,Active,Stable,2026-04-30 06:10:00
SENS_003555,MACH_001,120.428,49.907,448.79,1526.8,249.93,Active,Stable,2026-04-30 06:07:00
SENS_003556,MACH_005,118.972,50.044,449.44,1507.4,252.05,Active,Stable,2026-04-30 06:04:00
SENS_003557,MACH_002,120.142,49.861,452.51,1518.7,247.21,Active,Stable,2026-04-30 06:01:00
SENS_003558,MACH_001,119.736,50.03,452.51,1517.2,250.91,Active,Stable,2026-04-30 05:58:00
SENS_003559,MACH_002,119.788,50.14,449.16,1511.6,249.29,Active,Stable,2026-04-30 05:55:00
SENS_003560,MACH_002,119.736,50.154,452.22,1582.3,251.65,Active,Stable,2026-04-30 05:52:00
SENS_003561,MACH_001,119.933,50.156,449.44,1514.1,251.38,Warning,Drifting,2026-04-30 05:49:00
SENS_003562,MACH_001,119.381,50.027,450.3,1532.4,249.51,Active,Stable,2026-04-30 05:46:00
SENS_003563,MACH_003,120.072,50.171,448.06,1478.0,250.27,Active,Stable,2026-04-30 05:43:00
SENS_003564,MACH_005,119.793,49.996,449.06,1519.0,249.09,Active,Stable,2026-04-30 05:40:00
SENS_003565,MACH_004,120.208,50.033,452.66,1497.2,250.25,Active,Stable,2026-04-30 05:37:00
SENS_003566,MACH_004,119.427,50.042,451.41,1523.0,249.51,Active,Stable,2026-04-30 05:34:00
SENS_003567,MACH_001,119.076,49.923,455.22,1628.3,249.69,Active,Stable,2026-04-30 05:31:00
SENS_003568,MACH_002,120.178,50.065,453.86,1521.3,250.54,Active,Stable,2026-04-30 05:28:00
SENS_003569,MACH_003,120.474,50.138,448.55,1403.7,247.23,Active,Stable,2026-04-30 05:25:00
SENS_003570,MACH_001,120.144,49.978,452.81,1462.1,250.54,Active,Stable,2026-04-30 05:22:00
SENS_003571,MACH_001,120.02,50.097,452.68,1492.7,248.9,Active,Stable,2026-04-30 05:19:00
SENS_003572,MACH_002,120.766,49.976,452.27,1439.0,250.12,Active,Stable,2026-04-30 05:16:00
SENS_003573,MACH_004,120.632,50.074,445.32,1507.8,249.84,Active,Stable,2026-04-30 05:13:00
SENS_003574,MACH_002,120.213,50.046,452.19,1474.9,249.48,Active,Stable,2026-04-30 05:10:00
SENS_003575,MACH_001,119.812,49.942,452.64,1534.1,249.19,Active,Stable,2026-04-30 05:07:00
SENS_003576,MACH_005,119.562,50.008,452.92,1503.3,250.57,Active,Stable,2026-04-30 05:04:00
SENS_003577,MACH_001,119.623,50.11,449.95,1523.4,249.35,Active,Stable,2026-04-30 05:01:00
SENS_003578,MACH_001,119.664,49.89,446.72,1434.7,249.82,Active,Stable,2026-04-30 04:58:00
SENS_003579,MACH_004,120.469,50.237,449.77,1531.2,251.53,Active,Stable,2026-04-30 04:55:00
SENS_003580,MACH_002,119.257,50.129,448.94,1511.6,249.53,Active,Stable,2026-04-30 04:52:00
SENS_003581,MACH_001,120.302,49.923,451.39,1477.7,249.45,Active,Stable,2026-04-30 04:49:00
SENS_003582,MACH_001,119.092,49.901,450.14,1447.7,249.23,Active,Stable,2026-04-30 04:46:00
SENS_003583,MACH_003,119.871,49.915,452.08,1542.8,250.83,Active,Stable,2026-04-30 04:43:00
SENS_003584,MACH_004,119.185,50.113,449.1,1531.5,247.94,Active,Stable,2026-04-30 04:40:00
SENS_003585,MACH_005,120.093,50.081,448.1,1470.7,248.39,Active,Stable,2026-04-30 04:37:00
SENS_003586,MACH_001,120.039,49.925,449.83,1574.5,250.52,Active,Stable,2026-04-30 04:34:00
SENS_003587,MACH_003,119.868,50.2,451.01,1506.7,248.2,Active,Stable,2026-04-30 04:31:00
SENS_003588,MACH_005,120.488,49.984,449.74,1538.4,248.24,Active,Stable,2026-04-30 04:28:00
SENS_003589,MACH_003,118.963,50.028,450.12,1523.3,249.13,Warning,Drifting,2026-04-30 04:25:00
SENS_003590,MACH_004,119.107,50.18,447.52,1507.9,250.83,Active,Stable,2026-04-30 04:22:00
SENS_003591,MACH_005,119.895,50.087,449.93,1508.0,247.69,Active,Stable,2026-04-30 04:19:00
SENS_003592,MACH_003,119.39,49.944,452.07,1586.4,253.19,Active,Stable,2026-04-30 04:16:00
SENS_003593,MACH_005,120.265,50.162,450.27,1436.0,250.73,Active,Stable,2026-04-30 04:13:00
SENS_003594,MACH_002,120.484,49.996,449.77,1494.1,249.78,Warning,Drifting,2026-04-30 04:10:00
SENS_003595,MACH_005,120.114,50.047,445.67,1398.8,250.8,Active,Stable,2026-04-30 04:07:00
SENS_003596,MACH_004,119.141,50.043,451.01,1562.1,251.0,Active,Stable,2026-04-30 04:04:00
SENS_003597,MACH_005,120.062,49.966,449.29,1540.7,248.82,Active,Stable,2026-04-30 04:01:00
SENS_003598,MACH_001,120.375,49.949,448.17,1521.7,249.16,Active,Stable,2026-04-30 03:58:00
SENS_003599,MACH_005,120.437,49.927,450.48,1611.7,250.85,Warning,Drifting,2026-04-30 03:55:00
SENS_003600,MACH_001,119.948,50.194,453.96,1524.5,247.13,Active,Stable,2026-04-30 03:52:00
SENS_003601,MACH_004,119.718,50.151,450.07,1513.5,249.9,Active,Stable,2026-04-30 03:49:00
SENS_003602,MACH_005,120.056,50.134,449.47,1517.7,250.28,Active,Stable,2026-04-30 03:46:00
SENS_003603,MACH_003,120.22,49.912,448.8,1546.4,249.5,Active,Stable,2026-04-30 03:43:00
SENS_003604,MACH_002,119.681,50.081,451.07,1473.1,251.49,Active,Stable,2026-04-30 03:40:00
SENS_003605,MACH_003,120.144,50.006,447.32,1490.4,251.76,Active,Stable,2026-04-30 03:37:00
SENS_003606,MACH_001,120.271,49.946,450.14,1549.5,251.06,Active,Stable,2026-04-30 03:34:00
SENS_003607,MACH_001,119.895,50.064,446.69,1573.6,249.84,Active,Stable,2026-04-30 03:31:00
SENS_003608,MACH_003,119.682,49.855,449.49,1485.0,249.33,Active,Stable,2026-04-30 03:28:00
SENS_003609,MACH_001,120.198,50.136,447.53,1465.3,249.35,Active,Stable,2026-04-30 03:25:00
SENS_003610,MACH_005,120.156,50.029,447.76,1479.8,250.44,Active,Stable,2026-04-30 03:22:00
SENS_003611,MACH_005,120.029,49.986,452.86,1443.3,249.53,Active,Stable,2026-04-30 03:19:00
SENS_003612,MACH_004,119.761,49.934,449.62,1515.6,250.18,Warning,Drifting,2026-04-30 03:16:00
SENS_003613,MACH_005,119.734,50.203,453.3,1618.7,249.45,Active,Stable,2026-04-30 03:13:00
SENS_003614,MACH_004,120.383,50.034,448.48,1476.4,251.22,Active,Stable,2026-04-30 03:10:00
SENS_003615,MACH_003,120.064,50.012,451.25,1558.3,250.18,Active,Stable,2026-04-30 03:07:00
SENS_003616,MACH_005,120.175,49.886,447.54,1505.6,250.43,Active,Stable,2026-04-30 03:04:00
SENS_003617,MACH_002,119.834,50.128,450.82,1524.6,251.59,Active,Stable,2026-04-30 03:01:00
SENS_003618,MACH_003,120.184,50.182,449.63,1482.7,250.28,Active,Stable,2026-04-30 02:58:00
SENS_003619,MACH_004,119.401,50.001,449.57,1433.0,250.77,Active,Stable,2026-04-30 02:55:00
SENS_003620,MACH_004,120.053,49.85,451.14,1439.6,251.17,Active,Stable,2026-04-30 02:52:00
SENS_003621,MACH_002,120.668,49.981,448.45,1444.1,249.84,Active,Stable,2026-04-30 02:49:00
SENS_003622,MACH_005,120.343,50.183,446.96,1523.8,250.75,Active,Stable,2026-04-30 02:46:00
SENS_003623,MACH_002,119.921,50.143,452.02,1524.0,249.53,Warning,Drifting,2026-04-30 02:43:00
SENS_003624,MACH_005,119.488,49.93,449.01,1483.5,249.4,Active,Stable,2026-04-30 02:40:00
SENS_003625,MACH_004,119.897,50.104,452.54,1564.6,250.7,Active,Stable,2026-04-30 02:37:00
SENS_003626,MACH_003,120.894,49.932,450.15,1500.0,250.17,Active,Stable,2026-04-30 02:34:00
SENS_003627,MACH_001,120.426,50.098,450.04,1579.0,249.21,Active,Stable,2026-04-30 02:31:00
SENS_003628,MACH_002,119.718,50.012,447.53,1489.9,249.52,Active,Stable,2026-04-30 02:28:00
SENS_003629,MACH_004,121.115,50.187,450.4,1461.0,250.28,Active,Stable,2026-04-30 02:25:00
SENS_003630,MACH_004,120.369,49.837,452.48,1493.8,250.33,Active,Stable,2026-04-30 02:22:00
SENS_003631,MACH_001,120.479,49.984,451.41,1423.4,248.59,Active,Stable,2026-04-30 02:19:00
SENS_003632,MACH_002,119.636,49.983,449.67,1528.5,248.46,Active,Stable,2026-04-30 02:16:00
SENS_003633,MACH_001,119.794,50.038,449.78,1462.1,250.53,Active,Stable,2026-04-30 02:13:00
SENS_003634,MACH_002,119.704,50.132,452.13,1481.1,252.3,Active,Stable,2026-04-30 02:10:00
SENS_003635,MACH_004,119.954,49.964,450.75,1411.8,249.52,Active,Stable,2026-04-30 02:07:00
SENS_003636,MACH_004,120.175,50.064,451.3,1439.2,248.8,Active,Stable,2026-04-30 02:04:00
SENS_003637,MACH_002,119.486,49.948,449.95,1538.0,248.57,Active,Stable,2026-04-30 02:01:00
SENS_003638,MACH_002,120.217,49.908,450.25,1520.9,250.42,Active,Stable,2026-04-30 01:58:00
SENS_003639,MACH_003,118.946,50.096,449.98,1556.5,251.23,Active,Stable,2026-04-30 01:55:00
SENS_003640,MACH_005,119.032,50.024,449.57,1596.1,250.22,Active,Stable,2026-04-30 01:52:00
SENS_003641,MACH_001,119.559,50.28,451.63,1457.9,247.95,Fault,Drifting,2026-04-30 01:49:00
SENS_003642,MACH_002,119.898,49.83,448.49,1473.3,249.13,Active,Stable,2026-04-30 01:46:00
SENS_003643,MACH_005,119.952,49.975,450.74,1526.1,248.83,Active,Stable,2026-04-30 01:43:00
SENS_003644,MACH_005,120.247,50.106,451.73,1515.6,248.81,Active,Stable,2026-04-30 01:40:00
SENS_003645,MACH_003,120.062,50.075,449.28,1537.2,249.92,Active,Stable,2026-04-30 01:37:00
SENS_003646,MACH_001,119.721,50.058,451.26,1548.4,249.91,Active,Stable,2026-04-30 01:34:00
SENS_003647,MACH_004,120.013,50.073,447.52,1486.1,248.66,Active,Stable,2026-04-30 01:31:00
SENS_003648,MACH_005,119.924,50.049,448.45,1435.5,250.59,Active,Stable,2026-04-30 01:28:00
SENS_003649,MACH_005,121.029,50.172,447.87,1503.4,251.38,Active,Stable,2026-04-30 01:25:00
SENS_003650,MACH_002,120.419,50.123,450.3,1376.4,251.25,Active,Stable,2026-04-30 01:22:00
SENS_003651,MACH_003,119.852,50.004,451.24,1589.4,251.54,Active,Stable,2026-04-30 01:19:00
SENS_003652,MACH_003,119.968,50.182,447.63,1467.6,250.16,Active,Stable,2026-04-30 01:16:00
SENS_003653,MACH_004,119.377,50.039,450.24,1576.2,248.68,Active,Stable,2026-04-30 01:13:00
SENS_003654,MACH_003,119.973,49.921,451.24,1510.5,247.42,Active,Stable,2026-04-30 01:10:00
SENS_003655,MACH_003,121.14,49.878,450.29,1537.8,250.06,Active,Stable,2026-04-30 01:07:00
SENS_003656,MACH_003,120.071,50.067,450.14,1536.6,249.66,Active,Stable,2026-04-30 01:04:00
SENS_003657,MACH_002,121.255,50.007,449.66,1493.2,249.32,Active,Stable,2026-04-30 01:01:00
SENS_003658,MACH_002,119.964,50.047,451.71,1471.4,251.13,Active,Stable,2026-04-30 00:58:00
SENS_003659,MACH_003,119.766,49.904,449.21,1503.5,250.7,Active,Stable,2026-04-30 00:55:00
SENS_003660,MACH_001,119.423,50.043,448.68,1571.7,250.46,Active,Stable,2026-04-30 00:52:00
SENS_003661,MACH_004,119.157,49.917,453.12,1571.4,249.69,Active,Stable,2026-04-30 00:49:00
SENS_003662,MACH_002,120.038,49.959,450.71,1516.0,248.44,Active,Stable,2026-04-30 00:46:00
SENS_003663,MACH_002,119.066,50.219,451.41,1428.0,249.46,Active,Stable,2026-04-30 00:43:00
SENS_003664,MACH_004,120.373,49.956,450.68,1376.8,249.15,Active,Stable,2026-04-30 00:40:00
SENS_003665,MACH_002,120.058,49.895,447.29,1537.9,251.01,Active,Stable,2026-04-30 00:37:00
SENS_003666,MACH_003,120.986,49.96,447.15,1487.7,249.47,Active,Stable,2026-04-30 00:34:00
SENS_003667,MACH_004,118.951,49.986,450.09,1495.0,251.29,Active,Stable,2026-04-30 00:31:00
SENS_003668,MACH_005,120.347,49.859,454.76,1561.2,249.12,Active,Stable,2026-04-30 00:28:00
SENS_003669,MACH_004,119.578,50.254,453.39,1485.2,248.99,Active,Stable,2026-04-30 00:25:00
SENS_003670,MACH_004,118.517,49.952,451.14,1505.4,250.19,Active,Stable,2026-04-30 00:22:00
SENS_003671,MACH_004,120.552,49.98,450.02,1489.6,249.07,Active,Stable,2026-04-30 00:19:00
SENS_003672,MACH_001,120.813,49.981,451.42,1499.0,250.29,Active,Stable,2026-04-30 00:16:00
SENS_003673,MACH_003,119.556,49.976,449.96,1454.3,250.32,Active,Stable,2026-04-30 00:13:00
SENS_003674,MACH_003,119.408,49.919,448.27,1598.6,248.76,Active,Stable,2026-04-30 00:10:00
SENS_003675,MACH_003,119.974,50.017,453.03,1536.2,248.96,Active,Stable,2026-04-30 00:07:00
SENS_003676,MACH_003,120.141,49.922,450.12,1470.9,249.53,Active,Stable,2026-04-30 00:04:00
SENS_003677,MACH_003,120.277,49.985,449.7,1535.8,251.85,Active,Stable,2026-04-30 00:01:00
SENS_003678,MACH_003,120.049,50.011,447.31,1391.2,250.9,Active,Stable,2026-04-29 23:58:00
SENS_003679,MACH_001,119.151,49.969,449.25,1442.8,250.61,Active,Stable,2026-04-29 23:55:00
SENS_003680,MACH_003,119.975,49.906,451.12,1465.5,247.66,Active,Stable,2026-04-29 23:52:00
SENS_003681,MACH_004,119.1,50.041,452.08,1477.3,249.54,Active,Stable,2026-04-29 23:49:00
SENS_003682,MACH_001,120.694,49.87,450.73,1561.5,249.72,Active,Stable,2026-04-29 23:46:00
SENS_003683,MACH_005,120.041,50.105,450.62,1471.8,250.08,Active,Stable,2026-04-29 23:43:00
SENS_003684,MACH_002,120.569,50.025,452.55,1466.3,252.22,Active,Stable,2026-04-29 23:40:00
SENS_003685,MACH_003,119.818,49.915,450.3,1541.2,250.75,Active,Stable,2026-04-29 23:37:00
