Wafer_ID,Batch_ID,Machine_ID,Process_Step,Yield_Percentage,Defect_Count,Defect_Type,Gate_Oxide_Thickness,Etch_Time,Temperature,Chamber_Pressure,Voltage,Gas_Flow_Rate,Timestamp
WF_001951,BATCH_032,MACH_004,Post-Etch,97.0,2,None,89.91,123.22,248.6,49.87,119.25,449.48,2026-04-17 08:06:55
WF_001952,BATCH_091,MACH_001,Post-Etch,97.0,2,None,88.863,118.99,253.12,48.38,120.36,436.98,2026-04-17 07:51:55
WF_001953,BATCH_050,MACH_002,Post-Etch,92.0,12,Micro-crack,94.315,121.06,253.6,58.32,120.27,451.39,2026-04-17 07:36:55
WF_001954,BATCH_072,MACH_001,Post-Etch,97.0,2,None,89.283,115.17,244.24,48.49,117.84,445.94,2026-04-17 07:21:55
WF_001955,BATCH_023,MACH_003,Post-Etch,96.5,3,None,90.947,118.42,254.64,52.28,121.47,464.86,2026-04-17 07:06:55
WF_001956,BATCH_089,MACH_004,Post-Etch,96.5,3,None,89.889,123.93,257.74,49.7,121.78,461.97,2026-04-17 06:51:55
WF_001957,BATCH_086,MACH_005,Post-Etch,96.5,3,None,90.137,118.39,249.15,49.21,120.08,438.78,2026-04-17 06:36:55
WF_001958,BATCH_009,MACH_005,Post-Etch,97.5,1,None,89.866,117.4,253.35,49.91,119.88,449.99,2026-04-17 06:21:55
WF_001959,BATCH_002,MACH_002,Post-Etch,96.0,4,None,91.69,118.08,243.72,53.39,119.62,447.58,2026-04-17 06:06:55
WF_001960,BATCH_007,MACH_005,Post-Etch,95.0,6,Micro-crack,89.339,119.46,245.08,48.1,119.67,448.92,2026-04-17 05:51:55
WF_001961,BATCH_047,MACH_005,Post-Etch,95.0,6,Micro-crack,91.635,123.18,251.35,52.8,120.75,456.17,2026-04-17 05:36:55
WF_001962,BATCH_058,MACH_004,Post-Etch,97.0,2,None,90.349,119.44,240.69,50.29,120.08,462.41,2026-04-17 05:21:55
WF_001963,BATCH_026,MACH_003,Post-Etch,96.5,3,None,91.387,121.13,250.7,52.55,119.18,439.04,2026-04-17 05:06:55
WF_001964,BATCH_064,MACH_004,Post-Etch,97.0,2,None,89.656,122.6,254.89,49.3,119.29,449.59,2026-04-17 04:51:55
WF_001965,BATCH_010,MACH_004,Post-Etch,95.5,5,None,91.037,122.85,249.82,51.72,120.15,445.93,2026-04-17 04:36:55
WF_001966,BATCH_087,MACH_002,Post-Etch,94.0,8,Contamination,93.553,122.2,244.4,57.19,120.66,443.93,2026-04-17 04:21:55
WF_001967,BATCH_092,MACH_003,Post-Etch,98.0,0,None,89.926,117.58,242.99,49.39,119.01,466.37,2026-04-17 04:06:55
WF_001968,BATCH_009,MACH_004,Post-Etch,96.5,3,None,90.085,118.86,245.89,49.95,119.3,449.13,2026-04-17 03:51:55
WF_001969,BATCH_074,MACH_003,Post-Etch,96.5,3,None,89.091,117.87,259.11,48.53,120.06,463.44,2026-04-17 03:36:55
WF_001970,BATCH_020,MACH_001,Post-Etch,96.0,4,None,90.869,115.78,246.59,51.98,120.25,434.38,2026-04-17 03:21:55
WF_001971,BATCH_052,MACH_002,Post-Etch,92.5,11,Etch Pit,93.405,119.29,253.09,56.74,120.88,451.78,2026-04-17 03:06:55
WF_001972,BATCH_067,MACH_005,Post-Etch,96.0,4,None,90.468,118.46,251.18,50.67,119.13,453.57,2026-04-17 02:51:55
WF_001973,BATCH_065,MACH_003,Post-Etch,97.0,2,None,90.901,124.66,249.03,51.51,120.61,463.2,2026-04-17 02:36:55
WF_001974,BATCH_083,MACH_001,Post-Etch,96.0,4,None,88.774,121.35,251.45,47.15,120.13,455.41,2026-04-17 02:21:55
WF_001975,BATCH_058,MACH_003,Post-Etch,97.0,2,None,90.097,122.75,243.01,50.06,119.63,444.46,2026-04-17 02:06:55
WF_001976,BATCH_070,MACH_005,Post-Etch,97.0,2,None,90.132,116.56,255.86,49.8,119.67,457.38,2026-04-17 01:51:55
WF_001977,BATCH_027,MACH_003,Post-Etch,95.0,6,Etch Pit,91.034,115.91,250.42,52.85,119.97,458.67,2026-04-17 01:36:55
WF_001978,BATCH_008,MACH_004,Post-Etch,97.5,1,None,89.005,119.1,253.02,48.34,121.22,447.87,2026-04-17 01:21:55
WF_001979,BATCH_048,MACH_003,Post-Etch,98.0,0,None,89.742,123.37,246.25,49.29,120.35,444.7,2026-04-17 01:06:55
WF_001980,BATCH_095,MACH_003,Post-Etch,96.5,3,None,89.175,123.44,254.92,48.17,119.47,461.19,2026-04-17 00:51:55
WF_001981,BATCH_050,MACH_003,Post-Etch,97.5,1,None,90.34,118.56,244.99,50.25,120.48,459.31,2026-04-17 00:36:55
WF_001982,BATCH_089,MACH_002,Post-Etch,95.0,6,Etch Pit,92.23,123.7,247.96,54.97,119.91,458.13,2026-04-17 00:21:55
WF_001983,BATCH_028,MACH_001,Post-Etch,96.0,4,None,88.926,117.77,241.14,48.02,119.28,450.1,2026-04-17 00:06:55
WF_001984,BATCH_012,MACH_003,Post-Etch,97.0,2,None,90.132,117.86,247.36,50.19,119.15,467.7,2026-04-16 23:51:55
WF_001985,BATCH_018,MACH_004,Post-Etch,95.5,5,None,89.269,115.33,244.39,48.87,119.77,459.45,2026-04-16 23:36:55
WF_001986,BATCH_063,MACH_004,Post-Etch,97.0,2,None,90.782,116.9,246.81,51.57,120.21,452.89,2026-04-16 23:21:55
WF_001987,BATCH_030,MACH_005,Post-Etch,97.0,2,None,89.298,118.68,249.86,48.7,119.78,438.65,2026-04-16 23:06:55
WF_001988,BATCH_064,MACH_001,Post-Etch,95.5,5,None,91.664,118.46,258.14,53.58,121.41,448.57,2026-04-16 22:51:55
WF_001989,BATCH_064,MACH_005,Post-Etch,95.0,6,Pattern Distortion,90.645,116.13,247.57,50.86,120.11,473.92,2026-04-16 22:36:55
WF_001990,BATCH_091,MACH_002,Post-Etch,94.0,8,Contamination,92.921,121.46,245.34,56.19,118.27,456.56,2026-04-16 22:21:55
WF_001991,BATCH_094,MACH_002,Post-Etch,95.0,6,Contamination,93.162,124.67,242.99,56.67,120.73,454.38,2026-04-16 22:06:55
WF_001992,BATCH_090,MACH_004,Post-Etch,96.5,3,None,90.833,124.79,251.04,51.57,118.31,451.1,2026-04-16 21:51:55
WF_001993,BATCH_069,MACH_004,Post-Etch,96.5,3,None,90.943,121.75,256.0,51.12,120.96,442.44,2026-04-16 21:36:55
WF_001994,BATCH_004,MACH_003,Post-Etch,94.5,7,Photoresist Residue,88.379,122.57,246.65,47.05,119.59,441.12,2026-04-16 21:21:55
WF_001995,BATCH_042,MACH_003,Post-Etch,95.5,5,None,91.112,123.29,241.22,52.06,120.62,440.37,2026-04-16 21:06:55
WF_001996,BATCH_077,MACH_001,Post-Etch,97.0,2,None,89.581,115.28,248.85,49.53,120.56,448.37,2026-04-16 20:51:55
WF_001997,BATCH_091,MACH_001,Post-Etch,97.5,1,None,90.374,120.88,246.24,50.91,120.61,453.58,2026-04-16 20:36:55
WF_001998,BATCH_072,MACH_003,Post-Etch,97.0,2,None,89.307,123.03,250.3,49.27,119.06,467.8,2026-04-16 20:21:55
WF_001999,BATCH_097,MACH_001,Post-Etch,96.0,4,None,90.895,124.37,246.01,52.06,120.15,463.82,2026-04-16 20:06:55
WF_002000,BATCH_100,MACH_001,Post-Etch,96.5,3,None,91.011,116.0,254.37,52.46,119.29,448.65,2026-04-16 19:51:55
WF_002001,BATCH_091,MACH_001,Post-Etch,97.0,2,None,90.245,118.65,256.08,49.63,119.47,457.7,2026-04-16 19:36:55
WF_002002,BATCH_014,MACH_002,Post-Etch,95.0,6,Photoresist Residue,92.729,120.87,247.98,55.59,119.41,444.61,2026-04-16 19:21:55
WF_002003,BATCH_016,MACH_004,Post-Etch,97.0,2,None,90.417,120.67,244.33,50.59,120.61,459.46,2026-04-16 19:06:55
WF_002004,BATCH_036,MACH_001,Post-Etch,94.0,8,Micro-crack,91.534,121.81,246.34,52.84,119.79,460.98,2026-04-16 18:51:55
WF_002005,BATCH_064,MACH_001,Post-Etch,96.5,3,None,90.007,121.93,260.51,50.16,120.39,446.76,2026-04-16 18:36:55
WF_002006,BATCH_041,MACH_003,Post-Etch,97.0,2,None,90.366,119.88,251.56,51.46,120.35,452.86,2026-04-16 18:21:55
WF_002007,BATCH_003,MACH_001,Post-Etch,95.5,5,None,90.825,115.4,255.69,51.2,119.98,444.66,2026-04-16 18:06:55
WF_002008,BATCH_097,MACH_004,Post-Etch,97.5,1,None,90.44,122.65,249.79,51.04,119.89,461.57,2026-04-16 17:51:55
WF_002009,BATCH_080,MACH_001,Post-Etch,96.5,3,None,89.091,115.11,242.12,47.66,121.02,445.67,2026-04-16 17:36:55
WF_002010,BATCH_050,MACH_004,Post-Etch,95.5,5,None,90.887,122.01,243.27,51.9,119.41,449.93,2026-04-16 17:21:55
WF_002011,BATCH_088,MACH_005,Post-Etch,95.5,5,None,89.453,115.42,243.44,49.74,119.75,437.99,2026-04-16 17:06:55
WF_002012,BATCH_091,MACH_002,Post-Etch,96.5,3,None,91.589,120.57,249.26,52.75,119.75,453.91,2026-04-16 16:51:55
WF_002013,BATCH_092,MACH_003,Post-Etch,97.5,1,None,90.952,121.52,249.12,51.83,120.89,445.13,2026-04-16 16:36:55
WF_002014,BATCH_025,MACH_003,Post-Etch,93.5,9,Contamination,92.882,117.36,257.55,56.59,118.55,430.23,2026-04-16 16:21:55
WF_002015,BATCH_090,MACH_003,Post-Etch,95.5,5,None,91.201,123.55,250.9,52.49,120.05,461.6,2026-04-16 16:06:55
WF_002016,BATCH_060,MACH_003,Post-Etch,98.0,0,None,90.11,118.03,251.86,49.95,119.86,448.17,2026-04-16 15:51:55
WF_002017,BATCH_077,MACH_001,Post-Etch,95.5,5,None,91.278,116.38,240.11,52.05,120.45,450.6,2026-04-16 15:36:55
WF_002018,BATCH_061,MACH_001,Post-Etch,96.0,4,None,90.71,121.5,245.98,51.75,120.28,456.24,2026-04-16 15:21:55
WF_002019,BATCH_055,MACH_002,Post-Etch,94.5,7,Pattern Distortion,92.068,121.07,256.75,53.5,120.49,441.68,2026-04-16 15:06:55
WF_002020,BATCH_010,MACH_002,Post-Etch,96.5,3,None,89.632,118.14,247.12,48.77,121.06,457.24,2026-04-16 14:51:55
WF_002021,BATCH_072,MACH_002,Post-Etch,95.0,6,Etch Pit,92.553,121.48,252.59,55.24,120.64,434.43,2026-04-16 14:36:55
WF_002022,BATCH_002,MACH_005,Post-Etch,96.0,4,None,89.859,120.59,251.82,49.08,120.78,462.04,2026-04-16 14:21:55
WF_002023,BATCH_016,MACH_005,Post-Etch,97.5,1,None,89.739,119.7,247.27,49.66,119.96,462.04,2026-04-16 14:06:55
WF_002024,BATCH_037,MACH_005,Post-Etch,98.0,0,None,89.875,119.99,253.42,49.7,120.08,447.99,2026-04-16 13:51:55
WF_002025,BATCH_054,MACH_002,Post-Etch,95.0,6,Contamination,92.184,121.1,243.44,54.79,119.46,434.23,2026-04-16 13:36:55
WF_002026,BATCH_037,MACH_001,Post-Etch,96.0,4,None,89.024,117.65,252.14,47.95,119.22,451.43,2026-04-16 13:21:55
WF_002027,BATCH_019,MACH_003,Post-Etch,96.5,3,None,90.459,117.48,249.05,50.44,120.43,431.18,2026-04-16 13:06:55
WF_002028,BATCH_019,MACH_005,Post-Etch,96.0,4,None,89.414,123.32,252.35,49.1,121.43,456.58,2026-04-16 12:51:55
WF_002029,BATCH_037,MACH_005,Post-Etch,96.0,4,None,91.459,123.35,251.91,52.96,119.22,452.81,2026-04-16 12:36:55
WF_002030,BATCH_085,MACH_003,Post-Etch,97.5,1,None,89.746,116.44,248.69,49.6,121.33,432.61,2026-04-16 12:21:55
WF_002031,BATCH_042,MACH_002,Post-Etch,96.0,4,None,91.01,120.85,251.3,52.08,120.52,465.52,2026-04-16 12:06:55
WF_002032,BATCH_074,MACH_003,Post-Etch,95.0,6,Micro-crack,88.76,118.19,262.3,47.21,120.2,459.58,2026-04-16 11:51:55
WF_002033,BATCH_078,MACH_002,Post-Etch,95.5,5,None,92.263,122.66,260.79,54.23,120.01,460.78,2026-04-16 11:36:55
WF_002034,BATCH_074,MACH_002,Post-Etch,95.0,6,Etch Pit,92.592,115.88,255.03,54.07,119.19,453.2,2026-04-16 11:21:55
WF_002035,BATCH_066,MACH_003,Post-Etch,98.0,0,None,89.577,123.54,254.91,49.33,120.28,448.5,2026-04-16 11:06:55
WF_002036,BATCH_094,MACH_005,Post-Etch,96.5,3,None,89.43,118.37,248.68,48.91,119.84,444.49,2026-04-16 10:51:55
WF_002037,BATCH_092,MACH_003,Post-Etch,98.0,0,None,90.413,120.84,250.08,51.2,119.48,470.11,2026-04-16 10:36:55
WF_002038,BATCH_088,MACH_005,Post-Etch,96.5,3,None,91.077,116.98,251.02,51.61,119.53,435.03,2026-04-16 10:21:55
WF_002039,BATCH_044,MACH_002,Post-Etch,94.0,8,Contamination,94.121,124.5,245.11,57.88,117.18,459.8,2026-04-16 10:06:55
WF_002040,BATCH_053,MACH_005,Post-Etch,96.5,3,None,89.14,118.05,248.48,47.81,119.87,445.23,2026-04-16 09:51:55
WF_002041,BATCH_026,MACH_004,Post-Etch,95.0,6,Contamination,91.287,116.19,250.52,52.22,119.22,452.71,2026-04-16 09:36:55
WF_002042,BATCH_093,MACH_005,Post-Etch,98.0,0,None,90.454,124.27,252.33,50.96,120.03,453.84,2026-04-16 09:21:55
WF_002043,BATCH_032,MACH_004,Post-Etch,96.0,4,None,88.089,121.28,249.56,46.15,121.54,439.07,2026-04-16 09:06:55
WF_002044,BATCH_031,MACH_001,Post-Etch,97.5,1,None,89.884,118.04,251.61,49.48,120.9,439.07,2026-04-16 08:51:55
WF_002045,BATCH_013,MACH_002,Post-Etch,91.0,14,Pattern Distortion,95.605,123.13,250.56,61.71,122.74,446.78,2026-04-16 08:36:55
WF_002046,BATCH_026,MACH_002,Post-Etch,94.5,7,Micro-crack,92.906,121.04,242.62,55.74,119.87,446.57,2026-04-16 08:21:55
WF_002047,BATCH_084,MACH_004,Post-Etch,96.5,3,None,89.937,115.54,246.7,50.01,119.29,442.2,2026-04-16 08:06:55
WF_002048,BATCH_082,MACH_003,Post-Etch,98.0,0,None,90.119,117.02,249.4,50.15,121.0,451.87,2026-04-16 07:51:55
WF_002049,BATCH_011,MACH_005,Post-Etch,95.5,5,None,89.584,119.51,241.17,49.05,118.57,428.83,2026-04-16 07:36:55
WF_002050,BATCH_087,MACH_001,Post-Etch,97.5,1,None,89.021,120.5,241.15,47.7,121.16,440.63,2026-04-16 07:21:55
WF_002051,BATCH_058,MACH_004,Post-Etch,96.5,3,None,90.613,119.46,245.91,51.9,120.09,464.81,2026-04-16 07:06:55
WF_002052,BATCH_093,MACH_005,Post-Etch,96.5,3,None,89.751,120.32,247.34,49.63,119.09,448.39,2026-04-16 06:51:55
WF_002053,BATCH_061,MACH_004,Post-Etch,96.5,3,None,88.801,123.15,246.75,47.69,120.02,448.68,2026-04-16 06:36:55
WF_002054,BATCH_042,MACH_005,Post-Etch,96.0,4,None,89.491,124.01,251.3,49.57,118.56,449.92,2026-04-16 06:21:55
WF_002055,BATCH_064,MACH_002,Post-Etch,96.5,3,None,91.047,122.53,250.45,52.23,120.8,451.59,2026-04-16 06:06:55
WF_002056,BATCH_004,MACH_001,Post-Etch,95.0,6,Photoresist Residue,88.063,121.66,250.2,46.1,118.51,440.47,2026-04-16 05:51:55
WF_002057,BATCH_014,MACH_004,Post-Etch,96.0,4,None,89.013,121.17,255.37,48.49,120.33,448.85,2026-04-16 05:36:55
WF_002058,BATCH_025,MACH_003,Post-Etch,96.0,4,None,92.19,119.51,251.69,54.09,121.9,443.0,2026-04-16 05:21:55
WF_002059,BATCH_098,MACH_001,Post-Etch,97.5,1,None,90.326,116.77,245.55,50.57,120.44,456.33,2026-04-16 05:06:55
WF_002060,BATCH_091,MACH_003,Post-Etch,96.5,3,None,89.507,120.06,256.18,49.0,120.61,441.63,2026-04-16 04:51:55
WF_002061,BATCH_057,MACH_003,Post-Etch,95.5,5,None,88.237,117.08,250.0,46.48,119.94,456.51,2026-04-16 04:36:55
WF_002062,BATCH_091,MACH_002,Post-Etch,94.0,8,Contamination,93.241,115.5,252.4,56.51,119.04,459.85,2026-04-16 04:21:55
WF_002063,BATCH_087,MACH_004,Post-Etch,95.0,6,Photoresist Residue,89.348,122.68,251.48,48.43,119.21,461.27,2026-04-16 04:06:55
WF_002064,BATCH_007,MACH_002,Post-Etch,96.0,4,None,91.341,118.9,249.92,52.68,120.81,448.01,2026-04-16 03:51:55
WF_002065,BATCH_078,MACH_002,Post-Etch,96.0,4,None,90.672,121.88,253.46,51.96,119.81,443.54,2026-04-16 03:36:55
WF_002066,BATCH_099,MACH_001,Post-Etch,97.0,2,None,90.795,116.57,251.16,50.94,119.85,453.01,2026-04-16 03:21:55
WF_002067,BATCH_022,MACH_004,Post-Etch,96.0,4,None,89.18,123.52,252.94,48.09,119.55,455.28,2026-04-16 03:06:55
WF_002068,BATCH_006,MACH_005,Post-Etch,96.5,3,None,89.467,115.37,248.03,49.33,117.97,456.94,2026-04-16 02:51:55
WF_002069,BATCH_033,MACH_004,Post-Etch,96.5,3,None,91.322,120.62,248.13,52.32,120.15,453.76,2026-04-16 02:36:55
WF_002070,BATCH_047,MACH_003,Post-Etch,96.5,3,None,88.95,124.06,255.64,48.36,118.99,454.52,2026-04-16 02:21:55
WF_002071,BATCH_080,MACH_002,Post-Etch,96.0,4,None,91.513,118.05,246.45,52.88,120.82,456.76,2026-04-16 02:06:55
WF_002072,BATCH_056,MACH_005,Post-Etch,96.0,4,None,89.897,121.07,249.33,50.12,119.47,449.1,2026-04-16 01:51:55
WF_002073,BATCH_063,MACH_003,Post-Etch,96.5,3,None,91.227,121.78,253.64,52.61,119.67,460.85,2026-04-16 01:36:55
WF_002074,BATCH_062,MACH_003,Post-Etch,97.0,2,None,88.859,116.0,255.4,47.65,120.33,457.26,2026-04-16 01:21:55
WF_002075,BATCH_047,MACH_003,Post-Etch,96.5,3,None,90.744,122.57,256.37,51.66,119.02,432.54,2026-04-16 01:06:55
WF_002076,BATCH_028,MACH_004,Post-Etch,94.5,7,Pattern Distortion,91.467,118.91,247.58,52.46,120.33,446.81,2026-04-16 00:51:55
WF_002077,BATCH_004,MACH_004,Post-Etch,94.0,8,Pattern Distortion,87.871,120.72,245.96,46.53,118.43,458.56,2026-04-16 00:36:55
WF_002078,BATCH_052,MACH_003,Post-Etch,96.0,4,None,88.26,118.13,256.16,47.22,120.5,443.91,2026-04-16 00:21:55
WF_002079,BATCH_034,MACH_002,Post-Etch,92.5,11,Micro-crack,92.869,115.4,244.2,55.9,119.66,464.73,2026-04-16 00:06:55
WF_002080,BATCH_083,MACH_005,Post-Etch,96.0,4,None,91.791,118.51,243.17,53.27,120.72,448.24,2026-04-15 23:51:55
WF_002081,BATCH_097,MACH_002,Post-Etch,96.0,4,None,90.588,116.85,246.34,52.97,120.04,453.04,2026-04-15 23:36:55
WF_002082,BATCH_066,MACH_003,Post-Etch,96.5,3,None,91.122,120.63,253.45,51.64,119.7,437.52,2026-04-15 23:21:55
WF_002083,BATCH_063,MACH_001,Post-Etch,97.0,2,None,89.532,115.89,247.77,49.03,120.39,461.51,2026-04-15 23:06:55
WF_002084,BATCH_068,MACH_004,Post-Etch,97.0,2,None,90.213,123.8,244.95,51.36,120.03,457.45,2026-04-15 22:51:55
WF_002085,BATCH_077,MACH_004,Post-Etch,96.0,4,None,88.405,117.84,242.9,47.16,120.35,445.73,2026-04-15 22:36:55
WF_002086,BATCH_005,MACH_004,Post-Etch,96.5,3,None,89.37,124.58,255.44,48.3,119.72,463.18,2026-04-15 22:21:55
WF_002087,BATCH_086,MACH_003,Post-Etch,96.5,3,None,91.283,123.6,241.89,52.5,119.54,433.88,2026-04-15 22:06:55
WF_002088,BATCH_097,MACH_001,Post-Etch,97.5,1,None,90.673,116.84,248.33,51.1,121.5,443.24,2026-04-15 21:51:55
WF_002089,BATCH_035,MACH_005,Post-Etch,97.5,1,None,89.949,115.06,252.08,49.33,119.88,432.33,2026-04-15 21:36:55
WF_002090,BATCH_093,MACH_003,Post-Etch,97.0,2,None,89.607,121.47,241.14,49.59,119.75,459.8,2026-04-15 21:21:55
WF_002091,BATCH_039,MACH_003,Post-Etch,96.0,4,None,90.876,123.72,244.57,51.99,121.63,457.16,2026-04-15 21:06:55
WF_002092,BATCH_078,MACH_004,Post-Etch,98.0,0,None,90.23,117.91,252.99,50.02,120.07,452.2,2026-04-15 20:51:55
WF_002093,BATCH_034,MACH_004,Post-Etch,96.5,3,None,90.169,118.15,247.55,50.31,119.35,449.16,2026-04-15 20:36:55
WF_002094,BATCH_057,MACH_005,Post-Etch,96.0,4,None,91.812,116.26,251.31,53.53,119.87,460.05,2026-04-15 20:21:55
WF_002095,BATCH_062,MACH_004,Post-Etch,95.0,6,Etch Pit,88.684,117.14,248.81,47.07,120.65,458.98,2026-04-15 20:06:55
WF_002096,BATCH_079,MACH_002,Post-Etch,94.5,7,Photoresist Residue,92.742,118.84,249.61,55.24,118.44,456.94,2026-04-15 19:51:55
WF_002097,BATCH_100,MACH_005,Post-Etch,96.0,4,None,89.374,119.72,250.26,49.08,121.14,458.55,2026-04-15 19:36:55
WF_002098,BATCH_033,MACH_004,Post-Etch,96.0,4,None,88.247,121.72,248.98,46.11,120.13,448.52,2026-04-15 19:21:55
WF_002099,BATCH_029,MACH_003,Post-Etch,95.5,5,None,89.755,116.67,251.15,49.56,117.18,438.94,2026-04-15 19:06:55
WF_002100,BATCH_034,MACH_005,Post-Etch,96.0,4,None,88.757,121.86,250.47,48.26,120.54,424.36,2026-04-15 18:51:55
WF_002101,BATCH_094,MACH_003,Post-Etch,97.0,2,None,90.433,117.73,252.87,51.06,118.36,446.35,2026-04-15 18:36:55
WF_002102,BATCH_050,MACH_002,Post-Etch,94.5,7,Etch Pit,93.139,124.64,246.07,57.0,119.64,455.4,2026-04-15 18:21:55
WF_002103,BATCH_059,MACH_005,Post-Etch,97.0,2,None,91.178,116.5,250.14,51.64,121.42,456.84,2026-04-15 18:06:55
WF_002104,BATCH_061,MACH_004,Post-Etch,94.5,7,Contamination,91.962,124.93,247.07,53.78,119.28,448.81,2026-04-15 17:51:55
WF_002105,BATCH_048,MACH_003,Post-Etch,97.0,2,None,89.864,117.58,252.53,49.15,119.33,449.79,2026-04-15 17:36:55
WF_002106,BATCH_035,MACH_004,Post-Etch,95.5,5,None,88.775,120.57,251.75,47.91,121.17,434.0,2026-04-15 17:21:55
WF_002107,BATCH_038,MACH_002,Post-Etch,95.5,5,None,91.872,118.93,250.66,54.18,119.8,448.11,2026-04-15 17:06:55
WF_002108,BATCH_080,MACH_003,Post-Etch,95.5,5,None,90.681,121.71,243.98,51.93,121.11,447.58,2026-04-15 16:51:55
WF_002109,BATCH_068,MACH_005,Post-Etch,96.5,3,None,89.282,118.66,257.31,48.09,119.6,453.87,2026-04-15 16:36:55
WF_002110,BATCH_069,MACH_002,Post-Etch,94.5,7,Micro-crack,91.908,122.78,248.03,53.59,118.7,441.01,2026-04-15 16:21:55
WF_002111,BATCH_092,MACH_004,Post-Etch,96.5,3,None,91.078,118.06,247.27,51.36,121.0,447.18,2026-04-15 16:06:55
WF_002112,BATCH_077,MACH_002,Post-Etch,94.0,8,Etch Pit,92.388,121.76,254.06,54.37,119.83,450.1,2026-04-15 15:51:55
WF_002113,BATCH_056,MACH_001,Post-Etch,96.5,3,None,89.141,120.14,248.5,47.92,121.79,445.48,2026-04-15 15:36:55
WF_002114,BATCH_018,MACH_002,Post-Etch,96.0,4,None,91.434,124.17,247.68,53.0,119.25,462.24,2026-04-15 15:21:55
WF_002115,BATCH_045,MACH_005,Post-Etch,95.0,6,Micro-crack,91.03,123.06,251.39,52.27,119.64,434.18,2026-04-15 15:06:55
WF_002116,BATCH_074,MACH_002,Post-Etch,95.0,6,Contamination,92.097,119.19,252.14,54.35,119.91,467.15,2026-04-15 14:51:55
WF_002117,BATCH_023,MACH_001,Post-Etch,97.5,1,None,89.333,117.88,241.13,48.62,119.53,449.33,2026-04-15 14:36:55
WF_002118,BATCH_069,MACH_005,Post-Etch,96.5,3,None,88.287,123.42,254.84,46.77,120.72,434.19,2026-04-15 14:21:55
WF_002119,BATCH_094,MACH_005,Post-Etch,95.5,5,None,91.538,115.08,249.61,52.49,120.5,444.72,2026-04-15 14:06:55
WF_002120,BATCH_091,MACH_001,Post-Etch,98.0,0,None,89.617,123.39,245.65,49.55,118.29,450.03,2026-04-15 13:51:55
WF_002121,BATCH_003,MACH_002,Post-Etch,95.0,6,Micro-crack,93.5,122.28,247.57,56.54,118.93,445.06,2026-04-15 13:36:55
WF_002122,BATCH_013,MACH_004,Post-Etch,93.5,9,Micro-crack,92.291,119.25,253.61,54.45,119.66,438.16,2026-04-15 13:21:55
WF_002123,BATCH_019,MACH_004,Post-Etch,95.5,5,None,88.481,115.48,249.78,46.86,120.48,457.47,2026-04-15 13:06:55
WF_002124,BATCH_090,MACH_005,Post-Etch,96.5,3,None,89.125,117.99,241.01,48.04,120.08,448.57,2026-04-15 12:51:55
WF_002125,BATCH_033,MACH_005,Post-Etch,95.0,6,Etch Pit,90.237,118.55,249.29,50.44,120.95,445.46,2026-04-15 12:36:55
WF_002126,BATCH_091,MACH_004,Post-Etch,97.0,2,None,89.991,122.66,250.45,51.07,122.85,435.51,2026-04-15 12:21:55
WF_002127,BATCH_058,MACH_001,Post-Etch,96.5,3,None,90.912,124.11,244.95,52.28,119.69,451.75,2026-04-15 12:06:55
WF_002128,BATCH_053,MACH_005,Post-Etch,95.5,5,None,88.871,123.76,251.95,47.9,119.62,450.73,2026-04-15 11:51:55
WF_002129,BATCH_014,MACH_005,Post-Etch,98.0,0,None,90.021,118.29,246.91,49.84,119.12,445.26,2026-04-15 11:36:55
WF_002130,BATCH_030,MACH_003,Post-Etch,97.0,2,None,89.901,120.22,246.14,49.18,120.82,438.79,2026-04-15 11:21:55
WF_002131,BATCH_033,MACH_004,Post-Etch,96.0,4,None,91.701,118.48,243.31,53.7,118.26,444.27,2026-04-15 11:06:55
WF_002132,BATCH_095,MACH_001,Post-Etch,95.0,6,Micro-crack,88.006,124.26,247.15,45.78,121.29,463.25,2026-04-15 10:51:55
WF_002133,BATCH_091,MACH_002,Post-Etch,96.5,3,None,90.318,115.99,243.31,50.97,118.58,458.09,2026-04-15 10:36:55
WF_002134,BATCH_039,MACH_001,Post-Etch,95.5,5,None,89.937,117.3,250.7,49.27,119.3,451.37,2026-04-15 10:21:55
WF_002135,BATCH_087,MACH_003,Post-Etch,97.0,2,None,89.372,124.65,258.18,48.12,120.67,431.92,2026-04-15 10:06:55
WF_002136,BATCH_048,MACH_005,Post-Etch,96.5,3,None,90.938,121.44,254.6,51.91,120.15,446.11,2026-04-15 09:51:55
WF_002137,BATCH_016,MACH_005,Post-Etch,95.5,5,None,90.646,118.33,248.65,50.98,119.63,444.56,2026-04-15 09:36:55
WF_002138,BATCH_005,MACH_001,Post-Etch,97.5,1,None,90.34,119.28,250.73,50.01,118.96,461.48,2026-04-15 09:21:55
WF_002139,BATCH_081,MACH_003,Post-Etch,97.0,2,None,90.601,121.49,254.58,51.88,119.54,447.4,2026-04-15 09:06:55
WF_002140,BATCH_015,MACH_003,Post-Etch,97.0,2,None,89.816,119.14,257.47,49.5,118.29,452.31,2026-04-15 08:51:55
WF_002141,BATCH_063,MACH_005,Post-Etch,97.0,2,None,88.743,116.86,244.04,48.27,119.8,454.13,2026-04-15 08:36:55
WF_002142,BATCH_094,MACH_003,Post-Etch,92.5,11,Etch Pit,88.642,122.94,245.85,47.58,118.91,448.76,2026-04-15 08:21:55
